collaborator,collaboration
Mike McKendrick,Guitar
Mike McKinley,Drums
Mike McKinney,Bass
Mike McLelland,Drums
Mike McMama,Trumpet
Mike McManis,Trumpet
Mike McMann,Trombone
Mike McMullen,Tenor Saxophone
Mike McNaught,"Arranged By, Piano, Electric Piano"
Mike Mee (2),Tenor Saxophone
Mike Melillo,Piano
Mike Mellott,Percussion
Mike Melvoin,Piano
Mike Meola,Trumpet
Mike Merrill (3),Electric Bass
Mike Merritt,Bass
Mike Merros,Backing Vocals
Mike Meyers (3),Trombone [Bass]
Mike Miccio,Technician [Piano Tuning]
Mike Michaels (2),Piano
Mike Michaels (3),Trombone
Mike Migliore,Alto Saxophone
Mike Miller (14),Electric Guitar
Mike Miller (7),Guitar
Mike Milligan,Bass
Mike Mines,Trumpet
Mike Moll,Trombone
Mike Montgomery (7),"Piano, Liner Notes"
Mike Moole,Bass
Mike Moore,Bass
Mike Moran (10),Piano
Mike Moran (3),Piano
Mike Mordecai,Trombone
Mike Moreno,Guitar
Mike Morgan (4),Guitar
Mike Morgenstern,Baritone Saxophone
Mike Morris (3),"Performer [Mark Levine Nonet], Tenor Saxophone"
Mike Mosiello,Trumpet [Uncredited]
Mike Mowen,Bass
Mike Mower,Drums [Bass]
Mike Murdock,Baritone Saxophone
Mike Murley,Saxophone
Mike Murphy (11),Drums
Mike Murphy (19),"Drums, Percussion"
Mike Murray,Guitar
Mike Napolitano,Guitar
Mike Natale,Trumpet
Mike Nelson,Piano
Mike Nelson (3),Alto Saxophone
Mike Nevel,Tenor Saxophone
Mike Nichols (5),Drums
Mike Nielsen (2),Guitar
Mike Ning,Piano
Mike Nock,Piano
Mike Nolan (6),"Trumpet, Flugelhorn"
Mike Noonan,Trombone
Mike Noordzy,Bass
Mike Nord,Acoustic Guitar
Mike O'Gorman,Trumpet
Mike O'Neil,Guitar
Mike O'Neill,Guitar
Mike Oien,"Trumpet, Flugelhorn"
Mike Oldfield,"Acoustic Guitar, Electric Guitar, Percussion, Mandolin, Whistle"
Mike Olmos,Trumpet
Mike Orin,Guitar
Mike Oriolo,Backing Vocals
Mike Osborne,Alto Saxophone
Mike Outram,Guitar
Mike Pacheco,Percussion [Latin]
Mike Page,Saxophone
Mike Palmer,Guitar
Mike Panella,Trumpet
Mike Pashenee,Trombone
Mike Patterson,"Piano, Electric Piano"
Mike Patterson (5),Trombone
Mike Patton,Voice
Mike Paulsen,Trombone
Mike Paulson,"Trumpet [Lead], Flugelhorn"
Mike Paxton,Drums
Mike Pearson,Voice
Mike Peipman,Trumpet
Mike Pellera,Piano
Mike Pelpman,Trumpet
Mike Pendowski,"Tenor Saxophone, Flute, Soprano Saxophone, Clarinet"
Mike Perry (10),Electric Piano
Mike Perryman (2),Drums
Mike Peters,"Guitar, Banjo"
Mike Peters (11),Trumpet
Mike Peters (14),Guitar
Mike Petrone,Piano
Mike Phillipson,Trumpet
Mike Pickering (2),"Drums, Percussion"
Mike Piehl,Drums
Mike Pingitore,Guitar
Mike Pinto (2),Guitar
Mike Plumleigh,Trumpet
Mike Pointon,Trombone
Mike Poirier,Trumpet
Mike Polyack,Trombone [Bass]
Mike Pomier,"Congas, Percussion"
Mike Ponella,Trumpet
Mike Pope,Bass
Mike Poppit,Double Bass
Mike Porcaro,Bass
Mike Poveromo,Guitar [Uncredited]
Mike Price,Trumpet
Mike Pride,Drums
Mike Purdy,Trombone [Bass]
Mike Pyne,Piano
Mike Quarles,"Performer [Guest, Percussion]"
Mike Ramos (5),Trumpet
Mike Ratledge,Keyboards
Mike Rayner,Drums
Mike Read (4),Flute
Mike Reed,Drums
Mike Reed (11),Drums
Mike Reed (2),Drums
Mike Reese,Trombone [Bass Trombone]
Mike Reinhardt (2),Lead Guitar
Mike Renzi,Piano
Mike Reznikoff,Drums
Mike Ricchiuti,Keyboards
Mike Rich (2),Bass
Mike Richmond,Bass
Mike Rinta,Trombone
Mike Rivard,Bass
Mike Roberson,Guitar
Mike Rocha,Trumpet
Mike Rochelle,Bass Guitar
Mike Rod,Tenor Saxophone
Mike Rodriguez (9),Trumpet
Mike Roelofs,Piano
Mike Roesch,Tenor Saxophone
Mike Rogers (11),Trumpet
Mike Rojas,Piano
Mike Rosati (3),Guitar
Mike Ross (10),Bass
Mike Ross (4),"Acoustic Bass, Electric Bass"
Mike Rossana,"Guitar, Bass Guitar, Strings"
Mike Rubin,Bass
Mike Rubin (2),Bass
Mike Rubin (4),Piano
Mike Rubino (3),Tenor Saxophone
Mike Rush (3),Bass Guitar
Mike Russell,Trumpet
Mike Ryle,Bass
Mike Salter,Tenor Saxophone
Mike Samball,Trombone
Mike Sammes,Vocals [Vocal Score]
Mike Sammes Singers,Backing Vocals
Mike Santiago (2),Guitar
Mike Sarin,Drums
Mike Savin,Trumpet
Mike Scaglione,Saxophone
Mike Schäperclaus,"Percussion, Drums"
Mike Schmitt,Bass
Mike Schnttler,Percussion
Mike Schoebelon,Electric Bass
Mike Schweizer,"Soprano Saxophone, Tenor Saxophone, Sopranino Saxophone"
Mike Scott (36),Trumpet
Mike Scott (7),Guitar
Mike Scuderro,Saxophone
Mike Seal,"Double Bass, Fretless Bass"
Mike Sealy,Electric Guitar
Mike Segal,Alto Saxophone
Mike Seltzer,Trombone
Mike Senn (2),Alto Saxophone
Mike Serpas,Trumpet
Mike Sexton,Trombone
Mike Shapiro,Percussion
Mike Shapiro (2),Drums
Mike Sharfe,Bass
Mike Sharp (6),Trombone
Mike Shaw (5),Saxophone [Tenor]
Mike Shields (4),Trumpet
Mike Silverman (4),Trumpet
Mike Sim,Baritone Saxophone
Mike Simpson,Flute
Mike Simpson (3),"Flute, Tenor Saxophone"
Mike Simpson (5),Flute
Mike Slusher,Trombone
Mike Smith,Drums
Mike Smith (27),"Strings [Bass], Percussion [Rhythm], Programmed By, Synthesizer"
Mike Smith (28),Bass
Mike Smith (29),Drums
Mike Smith (3),Alto Saxophone
Mike Smith (62),"Saxophone, Woodwind [Lead]"
Mike Smith (87),Saxophone
Mike Smukal,Trombone
Mike Snustead,Trumpet
Mike Snyder (3),"Congas, Percussion"
Mike Soper,Trumpet
Mike Spengler,"Flugelhorn, Percussion, Trumpet"
Mike Spiro,Percussion
Mike Standal,Guitar
Mike Stanzilis,Bass
Mike Steinel,Trumpet
Mike Stern,Guitar
Mike Stevenot,Drums
Mike Stevens,"Guitar, Organ [Hammond], Accordion, Harmonica, Vibraphone, Keyboards [Keys], Programmed By"
Mike Stewart (16),Trumpet
Mike Stone (3),Drums
Mike Stricklin,Alto Saxophone
Mike Sturgis,Drums
Mike Sullivan,"Arranged By, Electric Bass, Alto Sax"
Mike Sullivan (12),Tenor Saxophone
Mike Sullivan (5),Trumpet
Mike Suter,"Trombone [Bass], Tuba"
Mike Switzer,Guitar
Mike Szekely,Drums
Mike T. White,Saxophone
Mike Taylor,"Bass, Electric Bass"
Mike Taylor (37),Trombone
Mike Taylor (6),Bass
Mike Taylor (9),Piano
Mike Terrana,Drums
Mike Thomas (10),Trumpet
Mike Thomas (13),Trumpet
Mike Thompson (3),Piano
Mike Thompson (9),Drums
Mike Tinnes,Tenor Saxophone
Mike Tomaro,"Alto Saxophone, Flute"
Mike Trach,"Saxophone, Flute"
Mike Tracy (2),"Alto Saxophone, Flute"
Mike Trafficante,Bass
Mike Travis,Drums
Mike Tripp,Drums
Mike Triscari,Guitar
Mike Truesdell,Percussion
Mike Turner,Percussion
Mike Turner (5),Percussion [Latin & Hand]
Mike Underwood (2),Saxophone
Mike Unhjem,Trombone
Mike Unthank,"Clarinet, Alto Saxophone"
Mike Vaccaro,Baritone Saxophone
Mike Valerio,Bass
Mike Vance,Tenor Saxophone
Mike Vannice (2),"Reeds, Piano"
Mike Vax,Trumpet
Mike Velario,Drums
Mike Verdugo,Guitar
Mike Visceglia,Electric Bass
Mike Walker,Guitar
Mike Walker (10),Piano
Mike Wallace,Trombone
Mike Walsh (7),Drums
Mike Walter (3),"Soprano Saxophone, Tenor Saxophone, Organ"
Mike Walters,"Tenor Saxophone, Soprano Saxophone"
Mike Ward,Piano
Mike Watson,Bass
Mike Watt,"Double Bass [Stand-up Bass], Producer"
Mike Waverly,Trombone [Bass]
Mike Weaver (4),Piano
Mike Welton,"Trumpet, Leader [Section]"
Mike Wesley,Bass
Mike Westbrook,Piano
Mike White (12),Trumpet
Mike Whited,Drums
Mike Whitman,Alto Saxophone
Mike Whitney (5),Drums
Mike Wilbur,Tenor Saxophone
Mike Williams (22),Alto Saxophone
Mike Williams (6),Trumpet
Mike Wimberly,Trombone
Mike Winnicki,Drums
Mike Wofford,Piano
Mike Woldinga,Trombone
Mike Wolf (3),Keyboards
Mike Wolff,Piano
Mike Woodford (2),Piano
Mike Yarrish,Double Bass [Upright Bass]
Mike York,"Tenor Saxophone, Clarinet, Flute"
Mike Young,Trombone
Mike Zelazo,Trombone
Mike Zinzen,Saxophone [Alto]
Mike Zsolt,Drums
Mike Zwerin,Trombone
"Mike, Colin & Stefannie",Vocals
Mikel Andueza,"Alto Saxophone, Soprano Saxophone"
Mikel Azpiroz,"Organ [Hammond C3], Piano, Synthesizer [Minimoog Voyager]"
Mikel Dean,Vocals
Mikel Ulfberg,Drums
Mikelangelo Flammia,Electric Bass
Mikha Violin,Lead Vocals
Mikhail Alperin,Piano
Mikhail Cherenkov,"Sitar, Percussion"
Mikhail Karetnikov,Contrabass
Mikhail Sokolov (2),Percussion
Mikhail Zhukov,Percussion
Miki Curtis,Vocals
Miki Hirose,Trumpet
Miki Howard,Backing Vocals
Miki Imai,Vocals
Miki Matsui,Baritone Saxophone
Miki Matsuki,Drums
Miki N'Doye,Percussion
Mikiko Yamamoto,Piano
Mikinori Fujiwara,"Alto Saxophone, Soprano Saxophone, Baritone Saxophone"
Mikio Masuda,Piano
Mikio Shirai,Piano
Mikkel Elzer,"Drums, Percussion"
Mikkel Engel Gemzøe,"Drums, Percussion"
Mikkel Engell,"Producer, Composed By, Lyrics By, Guitar, Vocals, Slide Guitar"
Mikkel Find,Drums
Mikkel Hess,Drums
Mikkel Jordahl,Bass
Mikkel Leth-Nissen,Piano
Mikkel Mark,Piano
Mikkel Nordsø,Guitar
Mikkel Ploug,"Acoustic Guitar, Electric Guitar"
Mikkel Reher-Langberg,"Drums, Percussion, Mixed By"
Mikkel Schille,"Piano, Keyboards [Additional Keyboards]"
Mikki Kornegay,Vocals
Mikki Morris,Vocals
"Mikko ""Olmari"" Järvinen",Drums
Mikko Arlin,Drums
Mikko Haanpää,Trombone
Mikko Hassinen,Drums
Mikko Iivanainen,Guitar
Mikko Innanen,"Alto Saxophone, Baritone Saxophone"
Mikko Kaakkuriniemi,Drums
Mikko Karjalainen,Trumpet
Mikko Kauppinen,Bass Clarinet
Mikko Koponen,Trumpet
Mikko Kosonen,Guitar
Mikko Kuoppamäki,Percussion
Mikko Latvala,Bass [Electric]
Mikko Mäkinen (3),Alto Saxophone
Mikko Mustonen,Trombone
Mikko Pasanen,Piano
Mikko Pellinen,Bass
Mikko Pettinen,Trumpet
Mikko Punkari,"Piano, Organ, Keyboards"
Mikko Saaristo,Percussion
Mikko Saikkonen,Alto Saxophone
Mikko Salo,Flute
Mikko Silonsaari,Drums
Mikko Taipale,Drums
Mikko Veijonen,Alto Saxophone
Mikko-Ville Luolajan-Mikkola,"Violin, Double Bass"
Miklós Birta,Acoustic Guitar
Miklós Szilveszter,Drums
Miklós Zareczky,Vocals
Miklosz Birta,Guitar
Mikołaj Budniak,Double Bass
Mikołaj Kamiński,Bass
Mikołaj Trzaska,"Alto Saxophone, Bass Clarinet"
Mikołaj Wielecki,"Congas, Bongos, Percussion"
Mikoláš Nop,Drums
Mikuláš Škuta,Piano
Mikyo Adaku,Vocals [Voices]
Mila Dores,Voice
Mila Garcia,Vocals
Mila Schiavo,"Congas, Percussion"
Milan Aleksic,Piano
Milan Aleksić,Piano
Milan Barković,Percussion
Milan Bojanić (2),"Drums, Vocals"
Milan Chladil,Vocals
Milan Dvořák,Piano
Milan Ferlež,Guitar
Milan Jejina,Drums
Milan Krajíc,Tenor Saxophone
Milan Lulić,Guitar
Milan Máder,Drums
Milan Milanovic,Piano
Milan Milanović,Keyboards
Milan Nicholic,Bass
Milan Nikolić (4),Bass
Milan Opravil,"Alto Saxophone, Baritone Saxophone"
Milan Pavković,Acoustic Bass
Milan Pilar,Bass
Milan Polasek,Bass
Milan Řežábek,Double Bass
Milan Scheidegger,"Organ [Hammond], Piano, Electric Piano [Wurlitzer]"
Milan Stojanović,"Saxophone [Tenor], Flute"
Milan Svoboda,"Composed By, Leader, Piano"
Milan Turkovic,Bassoon
Milan Ulrich,Tenor Saxophone
Milan Vašica,Trumpet
Milan Vidlák,Keyboards
Milan Vitoch,Drums
Milan Vychytil,Guitar
Milas Yoes,Trombone
Milburn Newman,Baritone Saxophone
Milcho Leviev,Piano
Mildred Bailey,Vocals
Mildred Brown,Vocals
Mildred Douglas,Vocals
Mildred Lane,Lead Vocals
Mildred Weston,Vocals
Mile Pančevac,"Piano, Keyboards, Vocals"
Mile Pavlović,Trumpet
Milen Kukosharov,"Piano, Keyboards [Rhodes]"
Milena Acconcia,Contralto Vocals
Milenko Prodanović,Keyboards
Miles Anderson (2),Trombone
Miles Black,Keyboards
Miles Bould,Percussion
Miles Davis,Trumpet
Miles Davis (4),Alto Saxophone
Miles Evans,Trumpet
Miles Gilderdale,Guitar
Miles Griffith,Vocals
Miles Hill,"Performer, Bass"
Miles Jackson (5),"Mixed By, Engineer, Piano, Sequenced By [Sequencing]"
Miles Jay,Bass
Miles Johnson (2),Trumpet
Miles Lassi,Percussion
Miles Levin,Drums
MIles Levin,Drums
Miles Li,Alto Saxophone
Miles Marsico,Percussion
Miles Mosley,Acoustic Bass
Miles Okazaki,Guitar
Miles Osland,Flute
Miles Perkin,Bass
Miles Shrewsbery,"Drums, Caxixi"
Miles Tackett,Engineer [Vocal Recording]
Miles Vandiver,Drums
Miles Watson,Backing Vocals
Milford Graves,Drums
Milford Mole,Trombone
Milivoj Majdak,Guitar
Milivoje Marković,Alto Saxophone
Miljenko Prohaska,Bass
Milko Ambrogini,Bass
Milko Lazar,"Keyboards, Saxophone, Bass Clarinet, Zurna"
Millard Vinson,Drums
Miller Anderson,Vocals
Miller Brisker,Piano
Millie Kirkham,Soprano Vocals
Millie Simone,Vocals
Millie Whiteside,Backing Vocals
Milo Fell,Drums
Milo Fine,Drums
Milo Fitzpatrick,Double Bass
Milo Jazz,"Guest [Guest Musician], Percussion [Percussions]"
Milo Kurtis,Percussion
Milo Malaguena,Backing Vocals
Milo Tamez,Drums [Extended Drumset]
Miloš Bílek,"Saxophone [Tenor], Clarinet"
Miloš Dvořáček,Percussion
Miloš Krstić,Piano
Miloš Petrović,"Piano, Flute"
Miloš Radonjić,Trombone
Miloš Tošovský,Guitar
Miloš Vojvodić,Drums
Miloslav Bureš,Trumpet
Miloslav Horský,Double Bass
Miloslav Paška,Bass Guitar
Miloslav Petr,Tenor Saxophone
Miłosz Pękala,Percussion
Milt Abel,Acoustic Bass
Milt Bernhart,Trombone
Milt Buckner,Piano
Milt Chapman,Vocals
Milt Fuller,Trombone
Milt Gold,Trombone
Milt Grayson,Vocals
Milt Hilton,Bass
Milt Hinton,Bass
Milt Holland,Percussion
Milt Howard,Bongos [Bongo Drums]
Milt Hubbard,Trumpet
Milt Jackson,Piano
Milt Kleeb,Baritone Saxophone
Milt Larkin,Trombone
Milt Orent,Bass
Milt Raskin,Piano
Milt Rettenberg,Piano [Uncredited]
Milt Robinson,Trombone
Milt Turner,Drums
Milt Yaner,Saxophone
"Milton ""Bimp"" Larry","Vocals, Guitar"
Milton Aldana,Trombone
Milton Banana,Drums
Milton Batiste,Trumpet
Milton Cardona,Percussion
Milton Commeaux,Percussion
Milton Fletcher,Piano
Milton Fletcher (2),Trumpet
Milton Gaynor,Tenor Saxophone
Milton Grayson,Backing Vocals
Milton Hall,Alto Saxophone
Milton Hamilton,Piano
Milton Hopkins,Guitar
Milton Kabak,Trombone
Milton Nascimento,Vocals
Milton Omar Dailey,Trombone
Milton Robinson,Trombone [Uncredited]
Milton Rogers,"Piano, Voice, Percussion"
Milton S. Garred,Bass
Milton Samuels,Piano
Milton Sands,Drums
Milton Schatz,Baritone Saxophone
Milton Schlesinger,Percussion
Milton Sealey,Piano
Milton Senior,Alto Saxophone [Uncredited]
Milton Suggs,Bass
Milton Tomita,Drum
Milton Turner,Drums
Mimi (20),Backing Vocals
Mimi Blais,Piano
Mimi Izumi Kobayashi,Keyboards
Mimi Jones,Bass
Mimi La Rocca,Saxophone
Mimi Perrin,Vocals
Mimi Rohlfing,Alto Vocals
Mimi Verderame,Drums
Mimmi Hammar,Trombone
Mimmo Cafiero,Drums
Mimmo Campanale,Drums
Mimmo Capurso,Piano
Mimmo Fernaro,Guitar
Mimmo Pisino,Bass
Mimmo Rotella,Vocals
Mimmo Santoro,"Flute, Trumpet"
Mimmo Turone,Keyboards
Mimmo Valente,"Tenor Saxophone, Flute"
Mimo Cogliandro,Bass Clarinet
Min Leibrook,Bass Saxophone
Min Xiao-Fen,"Pipa, Voice"
Mina Agossi,Voice
Mina Cha,Piano
Minako Yoshida,Backing Vocals
Mindi Abair,Saxophone [Soprano]
Mindy Rosenfeld,Flute
Mingo Araújo,Percussion
Mingo Jones,Bass
Mingo Josserand,Electric Piano [Fender Rhodes]
Mingo Lewis,Percussion
Mingus Murray,Guitar
Mini Schulz,Bass
Minino Garay,Percussion
Mino Ceretti,Contrabass
Mino Cinelu,Percussion
Mino Mistrorigo,Guitar
Minor Hall,Drums
Minoru Ikeno,Alto Saxophone
Minoru Ishiyama,Percussion
Minoru Kayama,"Trumpet, Flute"
Minoru Mukaiya,Keyboards
Minoru Ohtaka,Trombone
Minoru Sakata,Drums
Minoru Senkouji,"Drums, Percussion"
Miodrag Maljoković,Drums
Miquel Bernat,Percussion
Miquel Boelens,Alto Saxophone
Miquel Casaponsa,Guitar
Miquel Rossi,Percussion
Mira Alexandra Schnoor,"Directed By [Assistant], Other [Voice Samples]"
Mira Lu Kovacs,Guitar
Miranda George,Trumpet
Miranda Hopkins,Flute
Miranda Martino,Vocals
Miraze,Vocals
Mircea Anghelină,"Guest, Drums"
Mircea Stan,Trombone
Mircea Tiberian,Piano
Mirco Ballabene,Double Bass
Mirco Häberli,Acoustic Bass
Mirco Marchelli,Trumpet
Mirco Mariottini,Bass Clarinet
Mirco Novi,"Clarinet, Tenor Saxophone, Soprano Saxophone"
Mirco Rabitti,Trumpet
Mirco Rubegni,Trumpet
Mireille Bauer,"Marimba, Percussion [Assorted], Glockenspiel, Xylophone, Gong"
Mireille Dalbray,Vocals
Mirek Kolczyk,"Guest, Voice"
Mirek Pyschny,Drums
Mirek Šmilauer,"Acoustic Guitar, Electric Guitar"
Mirek Vrba,Drums
Miriam Aida,Vocals
Miriam Frank,Alto Saxophone
Miriam Kaul,"Alto Saxophone, Flute"
Miriam Klein,Vocals
Miriam Neglia,Voice
Miriam Palma,Vocals
Miriam Sullivan,Bass
Miriam Workman,Soprano Vocals
Mirio Cosottini,"Trumpet, Flugelhorn"
Mirja Mäkelä,Vocals
Mirjam Schulman,Backing Vocals
Mirjam van Dam,"Keyboards, Percussion"
Mirka Křivánková,Vocals
Mirko Busatto,Electric Guitar
Mirko Cisilino,Trumpet
Mirko Guerinni,Tenor Saxophone
Mirko Guerrini,"Saxophone [Saxes], Flute [Flutes]"
Mirko Sabatini,Drums
Mirko Signorile,Piano
Miro Kadoić,"Alto Saxophone, Flute"
Miro Šály,Guitar
Miro Sprague,Piano
Miro Taradi,Trombone
Miron Grzegorkiewicz,Guitar
Miron Komarnicki,Electric Bass
Miroslav Barabáš,Trumpet
Miroslav Bukovsky,Trumpet
Miroslav Havránek,Trombone
Miroslav Hloucal,"Flugelhorn, Trumpet"
Miroslav Huja,Trumpet
Miroslav Jelínek,Trumpet
Miroslav Karlović,Drums
Miroslav Kefurt,Guitar [Uncredited]
Miroslav Klimeš,"Guitar, Banjo"
Miroslav Kodym,"Bongos, Congas, Percussion [Cymbals, Chimes, Metal Items, Pots, Flexatone], Flute [Recorder], Horns [Signal Horn], Trumpet [Baby Trumpet], Xylophone"
Miroslav Koželuh,Trombone
Miroslav Krýsl,Alto Saxophone
Miroslav Nosek,Guitar
Miroslav Posejpal,"Bass, Cello, Piano, Percussion [Bowed Cymbals]"
Miroslav Pudlák,Piano
Miroslav Pyatnikov,Trumpet
Miroslav Sedak - Benčić,Saxophone
Miroslav Šoltész,Trumpet
Miroslav Tadić,Guitar
Miroslav Večeřa,"Flute, Saxophone"
Miroslav Vitous,Bass
Miroslav Widemann,Drums
Miroslav Žižka,Drums
Mirosław Gostomski,Trombone
Mirosław Hady,Percussion
Mirosław Kaczmarczyk,Guitar
Miroslaw Kudykowski,Guitar
Mirosław Mazur,Electric Guitar
Mirosław Michalak,Guitar
Mirosław Misiak,"Guest, Guitar"
Mirosław Sitkowski,Drums
Mirosław Wiśniewski,Bass Guitar
Mirosław Żyta,Drums
Miša Blam,Bass
Miša Radonjić,Trombone
Misaki Ishiwata,Trumpet
Misako Kano,"Piano, Other [Toys], Producer"
Misato Taguchi,Percussion
Mischa Kool,Bass
Mischa Porte,"Drums, Percussion"
Mischa Schumann,Piano
Misha Feigin,"Guitar, Balalaika"
Misha Lobko,"Bass Clarinet, Clarinet [Bb Cl, C Cl, Barocco Cl], Voice"
Misha Marks,"Guitar, Horn [Baritone]"
Misha Mengelberg,Piano
Misha Tsiganov,Keyboards
Mishka Adams,Alto Vocals
Mishka Stein,"Bass, Backing Vocals"
Mishko M'Ba,Bass
Mísia,Voice
Miško Hočevar,Bass
Miss Biscotte,Vocals
Miss Claudia,Vocals
Miss Lily Banquette,Vocals
Missak Baghboudarian,"Keyboards, Piano"
Misty Ann Sturm,Voice
Mita Matejic,Guitar
Mitch Brown,Bass
Mitch Butler,Trombone
Mitch Cohn,"Bass, Synth"
Mitch Cohn (2),Bass
Mitch Corso,Guitar
Mitch Dalton,Guitar
Mitch Farber,Arranged By [Background Vocals]
Mitch Fine,Drums
Mitch Foreman,Synthesizer
Mitch Forman,Keyboards
Mitch Goldberg,Alto Saxophone
Mitch Gordon,Vocals
Mitch Heinrich,Voice
Mitch Holder,Guitar
Mitch Latting,Trumpet [Lead Trumpet]
Mitch Leigh,Bassoon
Mitch Marcus,Saxophone [Tenor]
Mitch Margold,Synthesizer
Mitch Melnick,Tenor Saxophone
Mitch Paul,Trumpet
Mitch Penrose,Trumpet
Mitch Stein,Guitar
Mitch Watkins,Guitar
Mitchel Forman,Keyboards
Mitchell (Michito) Sanchez,Percussion [Itotele]
Mitchell Anderson,Drums
Mitchell Cutlip,Bass
Mitchell Long,Guitar
Mitchell May (2),Bass
Mitchell Rosen,Tenor Saxophone
Mitchell Schechter,Piano
Mitchell W. Wood,Trombone
Mitchell Webb,Guitar
Mitchell Wood,Trombone
Mitchie Askins,Vocals
Mithila Motaleb,Vocals
Mitja Butara,Electric Guitar
Mitja Tuurala,Bass
Mits Gergő,Bass
Mitsuaki Furuno,Bass
Mitsuaki Kanno,"Piano, Supervised By"
Mitsuhide Tatsumi,Trumpet
Mitsuhiko Matsumoto,Trombone
Mitsukuni Kohata,Trumpet
Mitsuo Kadota,Piano
Mitsuro Sutoh,Bass
Mitsuru Honda,Trumpet
Mitsuru Kanekuni,Saxophone
Mitsuru Nasuno,Electric Bass
Mitsuru Ono,Bass
Mitsuru Sawamura,Saxophone
Mitsuru Soma,Flute
Mitsuru Sutoh,Bass
Mitsutoshi U-no,Bass Guitar
Mitsuyoshi Azuma,Guitar
Mix Lauener,Drums
Miyako Morita,Flute
Miyauchi Toshiro,Drums
Miyazawa Hal,Guitar
Mladen Baraković,Contrabass
Mladen Lukić,Trombone
Mo Burger,Bass
Mo Foster,Bass [Electric]
Mo Mac,Guitar
Mo Rolland,Alto Saxophone
Mo Trout,Trumpet
Moacir Santos,Percussion
Moacyr Peixoto,Piano
Mobutu,Percussion
Modeste Ratsimandresy,"Soprano Saxophone, Tenor Saxophone"
Modesto Briseno,"Flute, Alto Saxophone"
Modesto Briseno (2),Tenor Saxophone
Moe Daniels,Keyboards
Moe Gappell,Trombone [Uncredited]
Moe Jaffe,Vocals [Uncredited]
Moe Kamura,Vocals
Moe Koffman,"Alto Saxophone, Soprano Saxophone, Flute, Piccolo Flute"
Moe Miller,Trumpet
Moe Nole,Trombone
Moe Schneider,Trombone
Moe Wechsler,Piano
Moe Zudekoff,Trombone
Moeretha Stewart,Voice
Mogan Cornebert,Drums
Mogens Andersen (4),Bass
Mogens Bollerup,Saxophone [Tenor]
Mogens Breyen,Tenor Saxophone
Mogens Eghjort,Trumpet
Mogens Gaba,Piano
Mogens Hyttel,Saxophone [Alto]
Mogens Kann Fjeldsøe,Drums
Mogens Landsvig,Bass
Mogens Lauridsen,Piano
Mogens Nielsen,Piano
Mogens Petersen,Piano
Mogens Seidelin,Bass
Mogens Sørensen,Piano
Moges Habte,Tenor Saxophone
Moggi,"Keyboards, Marimba [Mexican]"
Mogyoró Kornél,Percussion
Mohai Győző,"Drums, Percussion"
Mohai Tamás,"Guitar, Vocals"
Mohamed Al-Jabry,"Congas, Percussion"
Mohammad Abdel Rahman,Tuba [Bass]
Mohammad Abdou,Trumpet
Mohammad Abdullah,"Congas, Idiophone [Ballophone], Percussion [African]"
Mohammed Abdul Al Khabyyr,Trombone
Mohammed Noor,Percussion
Mohay András,Drums
Mohsen Ben Khemais,Percussion
Mohsen Kassirossafar,Goblet Drum [Zarb]
Moiba Mustapha,Vocals
Moïra (3),Contrabass
Moises Marquez Loyva,Baritone Saxophone
Moishe Naim,Vocals
Mojmír Bártek,Trombone
Mojmir Sepe,"Trumpet, Piano, Leader"
Mokhtar Choumane,Flute Ney
Mokhtar Samba,Drums
Mokone Senkhane,Trombone
Moktar Slama,Percussion [Bendire]
Mola Sylla,Vocals
Molly Farley,Vocals
Molly Holm,Vocals
Molly Pasutti,Vocals
Molly Pufall,Vocals
Mona Larsen,Vocals
Mona Lisa Young,Vocals
Mona Ørbeck,Piano
Mona Sitompul,Voice
Moncef Genoud,Keyboards
Monday Michiru,Flute
Mondre Moffett,Trumpet
Monette Moore,Vocals
Monette Sudler,Electric Guitar
Money Johnson,Trumpet
Mongezi Feza,Trumpet
Mongezi Velelo,Bass
Mongo Aaltonen,Percussion
Mongo Santamaria,"Bongos, Percussion"
Monia Liter,Piano
Monia Litter,"Accordion, Piano"
Monia Romagnoli,Soprano Vocals
Monica Aspelund,Vocals
Monica Borrfors,Vocals
Monica Burruss,Backing Vocals
Monica Dell,Vocals
Monica Dominique,"Celesta, Organ, Electric Piano, Clavinet"
Monica Ellis,Bassoon [Contra]
Monica Hatch,Vocals
Monica Hejilika,"Handclaps [Hand Clapping], Body Percussion [Tramping]"
Monica Mancini,Vocals
Monica Millet,Percussion
Mônica Passos,Vocals
Mônica Salmaso,Vocals
Monica Simms,Backing Vocals
Monica Skjønhaug,Soprano Vocals
Monica Solem,Voice
Monica Trápaga,"Performer [The Moochers], Vocals"
